PID,HP_X,HP_Y,HP_Z,HR_X,HR_Y,HR_Z,HR_W,LP_X,LP_Y,LP_Z,LR_X,LR_Y,LR_Z,LR_W,RP_X,RP_Y,RP_Z,RR_X,RR_Y,RR_Z,RR_W
1,0.9137555,3.495941,-4.087957,-0.02350594,0.1581834,-0.01329411,0.9870404,0.2197835,1.434131,-3.887907,-0.6844282,0.03090544,-0.6414307,0.3452097,1.436532,1.693089,-4.004426,0.2887861,0.8211424,-0.1375394,0.4726634
1,0.9749044,3.483884,-4.052063,-0.008752382,0.1460913,-0.01702086,0.989086,0.4157353,1.629092,-3.820196,-0.5854661,0.08020689,-0.7224342,0.3590059,1.463514,2.062986,-3.774362,0.1161697,0.7725812,-0.40358,0.4761787
1,1.078527,3.467638,-3.992317,-0.001705174,0.1221971,-0.01456185,0.9923975,0.4960249,1.561961,-3.761307,-0.5975967,0.05307383,-0.6936911,0.398565,1.55877,2.421446,-3.46621,-0.04365318,0.6597157,-0.5422428,0.5185003
1,1.22063,3.451217,-3.907685,0.002796709,0.07633901,-0.000437944,0.997078,0.6065391,1.626705,-3.72472,-0.6345481,0.0310548,-0.6435632,0.4268616,1.591019,2.741919,-3.171008,-0.208656,0.5024465,-0.6002806,0.5862367
1,1.379828,3.474753,-3.797715,-0.005045566,0.03150989,0.009549792,0.9994451,0.7529827,1.6625,-3.654926,-0.6525198,-0.02114303,-0.6214058,0.4331579,1.61009,2.811896,-2.878552,-0.229484,0.4381196,-0.621866,0.6071829
1,1.505547,3.491666,-3.702111,-0.006002476,-0.009321578,0.008308354,0.999904,0.9303734,1.666365,-3.562304,-0.6465415,-0.1485403,-0.6093993,0.4342262,1.632026,2.824346,-2.51673,-0.1788391,0.4699578,-0.559238,0.6590972
1,1.588027,3.496743,-3.639255,-0.009894878,-0.03660056,-0.00136646,0.99928,1.047942,1.707142,-3.470361,-0.660237,-0.2703773,-0.5743217,0.4014198,1.665841,2.832862,-2.444888,-0.1194881,0.6010528,-0.3831638,0.6911178
1,1.639001,3.491077,-3.611827,-0.01347779,-0.05823331,-0.003960937,0.9982042,1.222641,2.171857,-3.462145,-0.6063936,-0.3171967,-0.5969212,0.418758,1.699426,2.760892,-2.699738,-0.1403229,0.4846249,-0.5797981,0.6397519
1,1.673754,3.493307,-3.607981,-0.01508547,-0.07085407,-0.01218581,0.9972982,1.226539,2.193774,-3.400679,-0.6024083,-0.3265846,-0.5934964,0.4221478,1.740707,2.690137,-2.707117,-0.1388828,0.3429874,-0.7345409,0.5687889
1,1.699759,3.490299,-3.606529,-0.02338075,-0.07912614,-0.01810387,0.996426,1.225066,2.209635,-3.379095,-0.6276718,-0.3466161,-0.6018838,0.3515981,1.747373,2.79957,-2.644592,-0.1915187,0.3441604,-0.7247151,0.5653869
1,1.710613,3.493281,-3.615452,-0.03707001,-0.080855,-0.02511567,0.9957196,1.223968,2.208291,-3.380145,-0.5966082,-0.4017851,-0.5779818,0.3854407,1.718675,2.855279,-2.464011,-0.1574623,0.3909003,-0.6269876,0.6552017
1,1.707154,3.500941,-3.628134,-0.06091423,-0.08713312,-0.02922086,0.9939031,1.228757,2.206782,-3.388803,-0.6087,-0.4172254,-0.5203514,0.4296996,1.699133,2.850077,-2.390622,-0.1571612,0.4318962,-0.5267813,0.7150297
1,1.705371,3.541131,-3.655481,-0.1548501,-0.07377314,-0.03874752,0.9844174,1.221468,2.184522,-3.397626,-0.640471,-0.423039,-0.5199797,0.3747747,1.751882,2.999593,-2.394889,-0.2575234,0.3900241,-0.6124433,0.6375549
1,1.698374,3.605889,-3.713728,-0.2771163,-0.06395868,-0.05162463,0.9573144,1.163061,2.132199,-3.400787,-0.6906333,-0.4318854,-0.4945113,0.3032478,1.797907,3.373631,-2.45816,-0.3359368,0.3026893,-0.6697253,0.5890617
1,1.684829,3.665513,-3.779441,-0.3684064,-0.05524026,-0.06150368,0.9259819,1.092806,2.144614,-3.421888,-0.7510999,-0.3459066,-0.4672289,0.3128815,1.818204,3.800973,-2.579627,-0.4126246,0.2646417,-0.6653194,0.5630772
1,1.656791,3.68972,-3.83073,-0.4083672,-0.04434068,-0.04835469,0.910457,1.685374,0.5898098,-3.768547,-0.9319063,0.0587575,-0.05609572,-0.3534848,1.797754,4.10795,-2.685578,-0.4553849,0.2571738,-0.653369,0.5473529
1,1.626379,3.692058,-3.874837,-0.4341598,-0.04598366,-0.04058379,0.8987457,1.650293,0.6230762,-3.833766,-0.9095814,0.04634216,-0.04611316,-0.4103507,1.751945,4.32162,-2.847089,-0.4768104,0.2564804,-0.6500661,0.5331827
1,1.603083,3.685066,-3.923998,-0.4615159,-0.05306573,-0.03367687,0.8849028,1.621601,0.6252958,-3.878577,-0.8973232,0.03833152,-0.04697984,-0.4371896,1.728393,4.411797,-2.968828,-0.5159018,0.2216545,-0.6383451,0.5265265
1,1.590158,3.677303,-3.970876,-0.4832444,-0.05041888,-0.0331169,0.8734049,1.601712,0.6186445,-3.925758,-0.8842048,0.03421295,-0.05237199,-0.4628915,1.737813,4.504835,-3.090672,-0.541843,0.195489,-0.6392207,0.5094971
1,1.58217,3.671548,-4.003953,-0.4881598,-0.05003489,-0.02888801,0.8708398,1.589495,0.612155,-3.96975,-0.873892,0.03362466,-0.05203246,-0.4821564,1.748027,4.541121,-3.15283,-0.5623539,0.1818169,-0.6361402,0.4960105
1,1.572753,3.670614,-4.02083,-0.4764922,-0.04065388,-0.01970482,0.8780172,1.580788,0.608018,-4.001081,-0.8712813,0.02940708,-0.04901886,-0.4874437,1.75191,4.51736,-3.178167,-0.5608863,0.2115079,-0.6344125,0.4880489
1,1.56159,3.655298,-4.019464,-0.4187647,-0.033618,-0.002119503,0.9074698,1.571787,0.6060008,-4.018108,-0.8798497,0.01925946,-0.04091211,-0.4730959,1.741402,4.436844,-3.099721,-0.5362405,0.2294002,-0.6342687,0.5074692
1,1.542913,3.580289,-4.000951,-0.3205019,-0.03986292,-0.002808483,0.9464046,1.556584,0.5750555,-4.013618,-0.9168893,0.003566343,-0.03698386,-0.3974086,1.673409,4.129914,-2.876152,-0.4583288,0.2353567,-0.6442661,0.5652107
1,1.510999,3.537294,-3.989204,-0.2124988,-0.05455767,-0.001426175,0.9756361,1.09098,2.307384,-3.494587,-0.6608027,-0.5200594,-0.4421282,0.3120907,1.615102,3.579093,-2.690659,-0.3244389,0.2863283,-0.6168702,0.6574395
1,1.486434,3.504721,-3.97854,-0.1225044,-0.07150802,0.001360205,0.9898876,1.094877,2.308927,-3.545289,-0.6720337,-0.5357992,-0.3907324,0.3295726,1.584465,2.972739,-2.534577,-0.2336353,0.3760914,-0.5272313,0.7252566
1,1.468188,3.482962,-3.968917,-0.04647034,-0.08315407,0.001022649,0.9954521,1.09306,2.296134,-3.572449,-0.6373335,-0.5490724,-0.4344016,0.3219019,1.637944,2.50754,-2.549639,-0.1257436,0.4749669,-0.476596,0.7290071
1,1.432957,3.456093,-3.966597,0.02578584,-0.1356292,0.007924839,0.9903924,1.067975,2.300557,-3.600334,-0.6141282,-0.5686299,-0.4496853,0.311913,1.758106,2.241825,-2.659305,-0.06082982,0.5674454,-0.4514743,0.6859128
1,1.387975,3.441749,-3.966927,0.07238537,-0.2019397,0.01252238,0.9766391,1.01766,2.296932,-3.592771,-0.5811416,-0.5903235,-0.4839015,0.2821914,1.798369,2.263439,-2.778715,-0.01116548,0.5974854,-0.4649848,0.6532043
1,1.349848,3.443015,-3.958511,0.08311684,-0.2169261,0.01885248,0.9724604,0.9901229,2.302374,-3.579713,-0.5851918,-0.5993296,-0.4940616,0.2329331,1.796365,2.308689,-2.853345,0.005429903,0.5617136,-0.4505712,0.6938544
1,1.32399,3.440655,-3.956624,0.09465849,-0.2245971,0.02027536,0.9696313,0.9798051,2.279958,-3.616786,-0.5899252,-0.5996597,-0.4891031,0.2305963,1.583838,2.36364,-3.164818,0.03832283,0.4640232,-0.4794725,0.7438548
1,1.313094,3.434263,-3.967116,0.1059489,-0.2420111,0.02782883,0.96407,0.9677858,2.253551,-3.6497,-0.5256048,-0.6415931,-0.5340859,0.1638601,1.313502,2.387348,-3.270218,0.02629125,0.2869139,-0.5145951,0.8075773
1,1.303699,3.443682,-3.977359,0.09509013,-0.2557561,0.02299877,0.9617784,0.9504018,2.276449,-3.622751,-0.4485413,-0.6851132,-0.5702027,0.06557102,1.041752,2.563805,-3.142334,0.1000285,0.2729304,-0.3384265,0.8949697
1,1.287248,3.45208,-3.972638,0.07789666,-0.2736295,0.01148675,0.9586068,0.9059049,2.318795,-3.59645,-0.4371405,-0.7206892,-0.5374883,0.0249343,1.028909,2.599566,-3.153274,0.07492164,0.3938168,-0.232354,0.8861753
1,1.263149,3.470928,-3.967101,0.0368544,-0.3454325,-0.000623871,0.9377194,0.8507257,2.333467,-3.608156,-0.4250201,-0.7430163,-0.5147277,-0.04837588,1.21987,2.384392,-3.298769,0.09051981,0.347858,-0.4404002,0.8227081
1,1.256661,3.484274,-3.966502,0.006189485,-0.4124094,-0.02055202,0.9107457,0.7008219,2.401631,-3.585646,-0.3553782,-0.7217295,-0.5728352,-0.1570752,1.316556,2.249476,-3.406965,0.1070529,0.2092574,-0.5660549,0.7901473
1,1.274452,3.485989,-3.956335,-0.003287738,-0.434153,-0.02115881,0.9005846,0.6213044,2.601951,-3.463059,-0.2676136,-0.7678165,-0.5291917,-0.2424805,1.36497,2.247602,-3.414323,0.1200298,0.2134809,-0.5514356,0.7974569
1,1.289685,3.498983,-3.93478,-0.01155298,-0.4436256,-0.01772795,0.8959624,0.3500721,2.668084,-3.215786,-0.3260315,-0.5784456,-0.7155885,-0.2168809,1.388028,2.296649,-3.38262,0.1378383,0.2608192,-0.5578395,0.7757506
1,1.294184,3.510331,-3.902291,-0.02606515,-0.445374,-0.01876972,0.8947683,0.2023892,2.696255,-3.094687,-0.3463919,-0.414274,-0.8109728,-0.2251953,1.430025,2.269368,-3.307576,0.1486199,0.2491373,-0.5467121,0.7854608
1,1.296563,3.520806,-3.866618,-0.03913492,-0.4045292,-0.0261803,0.9133122,0.3753261,2.743657,-3.290398,-0.2724091,-0.4418969,-0.819582,-0.2424991,1.481377,2.204882,-3.248559,0.1727695,0.3149242,-0.5526916,0.752001
1,1.336749,3.547894,-3.823279,-0.08644741,-0.2157375,-0.03414787,0.9720175,0.5868917,2.522371,-3.419713,-0.30632,-0.5675139,-0.7282315,-0.231894,1.481283,2.373136,-3.302711,0.03308216,0.3161099,-0.619131,0.7180926
1,1.376791,3.569356,-3.823678,-0.1183776,-0.1016857,-0.03945522,0.9869601,0.6969143,2.344877,-3.422791,-0.4819822,-0.7133827,-0.4774417,-0.1755782,1.481911,2.583384,-3.111148,-0.1321098,0.2353388,-0.6754643,0.6862293
1,1.392333,3.590785,-3.834263,-0.1208429,-0.08745273,-0.02899359,0.9883868,0.7023092,2.380616,-3.422639,-0.4282938,-0.6484588,-0.5640985,-0.2790314,1.492142,3.071619,-2.958632,-0.1857882,0.1430703,-0.7470863,0.6219932
1,1.392387,3.595914,-3.845931,-0.1207094,-0.09208984,-0.03473099,0.9877968,0.7494816,2.501256,-3.388197,-0.4008233,-0.6459751,-0.5562454,-0.3356306,1.406041,3.373249,-2.739629,-0.2100192,0.3128584,-0.506233,0.7757188
1,1.3895,3.602898,-3.854733,-0.127266,-0.09304623,-0.025462,0.9871664,0.7516174,2.505066,-3.355828,-0.3886201,-0.6654041,-0.5217901,-0.3659877,1.39309,3.241929,-2.923216,-0.1797326,0.3713776,-0.4769041,0.776104
1,1.387288,3.619759,-3.861801,-0.1449666,-0.09538729,-0.02711544,0.9844546,0.7388552,2.512732,-3.365288,-0.3859831,-0.7008507,-0.4877693,-0.3491511,1.477745,3.042601,-3.017709,-0.186607,0.2778884,-0.7588393,0.558676
1,1.386898,3.639352,-3.87034,-0.1464035,-0.09248442,-0.02647484,0.9845363,0.7384854,2.574133,-3.389275,-0.3788622,-0.6929252,-0.4941082,-0.3635591,1.512635,3.142552,-3.001914,-0.2869961,0.238645,-0.7573346,0.5358415
1,1.386917,3.64636,-3.878218,-0.1508169,-0.09401914,-0.02212266,0.9838319,0.7536442,2.576831,-3.375667,-0.3954366,-0.6754043,-0.5133269,-0.3520718,1.48373,3.336527,-2.922084,-0.3349028,0.2451279,-0.6416463,0.6450135
1,1.386871,3.67024,-3.87987,-0.156176,-0.09714341,-0.02743644,0.9825577,0.7594454,2.580729,-3.362831,-0.4041399,-0.6757713,-0.5155377,-0.337972,1.427257,3.362435,-2.761183,-0.3233936,0.2372478,-0.5437726,0.7371849
1,1.384709,3.698917,-3.866417,-0.1624802,-0.09888295,-0.02851708,0.9813303,0.7436172,2.608567,-3.356439,-0.4040975,-0.6887234,-0.4923297,-0.3463765,1.435382,3.401961,-2.756274,-0.324284,0.2716001,-0.5498515,0.7202337
1,1.386773,3.714536,-3.850096,-0.1613888,-0.09845897,-0.02911561,0.9815354,0.7286059,2.638679,-3.340016,-0.3878007,-0.7199039,-0.4576688,-0.3491253,1.492133,3.507633,-2.845724,-0.3526393,0.2070746,-0.6145852,0.6745745
1,1.392921,3.737888,-3.822289,-0.1678788,-0.1024693,-0.03203404,0.9799442,0.728639,2.660038,-3.320033,-0.3789485,-0.7081388,-0.4718876,-0.363675,1.512266,3.645029,-2.804466,-0.4134836,0.1773876,-0.610378,0.6519231
1,1.393965,3.737259,-3.803931,-0.1703989,-0.09932678,-0.03140559,0.9798531,0.7299897,2.682807,-3.294746,-0.3822429,-0.6881328,-0.5015953,-0.3588397,1.51742,3.930348,-2.896259,-0.5206957,0.1681229,-0.6103989,0.5727336
1,1.38844,3.724481,-3.803388,-0.1485453,-0.1027192,-0.02841157,0.9831459,0.7355481,2.675593,-3.284731,-0.3832621,-0.7024904,-0.4798541,-0.3596629,1.519614,3.978823,-2.908277,-0.5643506,0.1092236,-0.5820382,0.575161
1,1.371478,3.697382,-3.808696,-0.09444588,-0.1091152,-0.01662725,0.9893925,0.7391509,2.635937,-3.331652,-0.4162072,-0.6807258,-0.5013667,-0.3346871,1.455745,3.656295,-2.861375,-0.4666749,0.1318338,-0.5832905,0.6516184
1,1.363281,3.660146,-3.805102,-0.01566886,-0.1319809,0.01547373,0.9910076,0.7690765,2.660578,-3.357826,-0.4064789,-0.68986,-0.5148012,-0.306346,1.422772,3.058873,-2.877966,-0.2695357,0.1770518,-0.5321748,0.782811
1,1.358996,3.626835,-3.793405,0.0534827,-0.1412703,0.02319973,0.9882531,0.7459062,2.627817,-3.345155,-0.4069237,-0.6964595,-0.513676,-0.292394,1.408608,2.754009,-2.867923,-0.143278,0.3152449,-0.4780634,0.8071849
1,1.357984,3.607025,-3.787246,0.1016683,-0.1353336,0.02581033,0.9852321,0.8040708,2.673797,-3.337454,-0.4093983,-0.6728784,-0.4972534,-0.3638225,1.435601,2.793116,-2.922207,-0.09673365,0.3641297,-0.4944102,0.7833331
1,1.363359,3.604177,-3.794754,0.1100213,-0.1377247,0.0290185,0.9839132,0.7882252,2.622459,-3.331362,-0.4451748,-0.672489,-0.4745518,-0.3526732,1.504864,2.714869,-3.081741,-0.09966034,0.2431069,-0.6806517,0.6838715
1,1.374402,3.578322,-3.821537,0.1194659,-0.1419364,0.0298951,0.9821855,0.7983025,2.631906,-3.369518,-0.4415904,-0.6641342,-0.4850709,-0.3586501,1.459106,2.647918,-3.144054,-0.1458731,0.2263886,-0.6138399,0.7420713
1,1.371685,3.479651,-3.841319,0.09973292,-0.1449201,0.02374577,0.9841177,0.8191204,2.642924,-3.386972,-0.4461935,-0.6706312,-0.4699613,-0.3609729,1.387767,2.619947,-3.005133,-0.1627022,0.416249,-0.3788009,0.8104164
1,1.361367,3.433248,-3.848,0.07358184,-0.1468762,0.03042291,0.985945,0.8105643,2.568029,-3.406818,-0.4416868,-0.6735172,-0.4187235,-0.4194735,1.435546,2.649756,-3.105664,-0.1559056,0.4179241,-0.4464682,0.7756926
1,1.35326,3.453899,-3.86063,0.06842425,-0.1373938,0.02040949,0.9879395,0.8087859,2.485418,-3.489545,-0.4058362,-0.6938874,-0.4235411,-0.4176485,1.492977,2.544768,-3.162272,-0.1696724,0.2659685,-0.7275458,0.6092201
1,1.345689,3.459623,-3.869771,0.05851149,-0.1311839,0.0167944,0.9894874,0.8089064,2.471963,-3.546954,-0.4284825,-0.6824241,-0.4716381,-0.3581307,1.477624,2.667427,-3.132566,-0.1746599,0.2310005,-0.7229449,0.6272826
1,1.343431,3.463404,-3.876584,0.0473088,-0.1311622,0.02059218,0.9900174,0.7851808,2.486327,-3.553295,-0.4130984,-0.7129088,-0.4415344,-0.3551874,1.422653,2.667825,-3.084007,-0.1778718,0.2389717,-0.6767784,0.6732199
1,1.336167,3.468756,-3.879142,0.03695329,-0.1278759,0.01624458,0.9909684,0.7761049,2.447952,-3.564634,-0.4128419,-0.6860984,-0.4887077,-0.3464034,1.315396,2.622411,-2.951705,-0.1622897,0.418147,-0.3675517,0.8146907
1,1.326438,3.471696,-3.876083,0.02731989,-0.1299047,0.01762219,0.9909934,0.793071,2.490294,-3.561877,-0.4217938,-0.7003798,-0.4656067,-0.3387751,1.340701,2.657057,-3.01342,-0.07753972,0.4543228,-0.280412,0.8419903
1,1.324047,3.480668,-3.870139,0.00970352,-0.1230785,0.01175293,0.9922799,0.7603377,2.485319,-3.560828,-0.4235684,-0.6873032,-0.458869,-0.3710034,1.44974,2.659501,-3.19805,0.005700577,0.4554221,-0.476343,0.7521008
1,1.318931,3.484134,-3.865868,0.01195789,-0.1136303,0.005978851,0.9934332,0.7664415,2.502649,-3.538498,-0.425017,-0.6901368,-0.4593795,-0.3633761,1.462554,2.711378,-3.096549,-0.2135026,0.3050245,-0.6712838,0.6409014
1,1.312808,3.481337,-3.86024,0.01025568,-0.1102393,0.006544043,0.9938306,0.7695236,2.492358,-3.521907,-0.4343072,-0.6870068,-0.4670398,-0.3482424,1.482691,2.793972,-3.037779,-0.2102248,0.2757083,-0.6430283,0.6828654
1,1.320284,3.483736,-3.853636,0.01529843,-0.1079606,0.01417836,0.9939364,0.7775515,2.475706,-3.509539,-0.4259932,-0.6937058,-0.462896,-0.3507555,1.430656,2.707284,-3.060939,-0.2059464,0.3295614,-0.4976386,0.7754555
1,1.314608,3.516237,-3.842182,0.01436832,-0.1113123,0.01187157,0.9936107,0.7847812,2.481996,-3.503603,-0.4119159,-0.6949195,-0.4835747,-0.3369982,1.348506,2.618633,-2.91798,-0.1498116,0.4381379,-0.3558737,0.8117546
1,1.31486,3.53962,-3.831331,0.0157352,-0.1137517,0.01413109,0.9932841,0.7763215,2.52377,-3.485249,-0.4190874,-0.6829713,-0.4820486,-0.3543236,1.403877,2.673828,-2.995065,-0.08636383,0.4652669,-0.4164175,0.7763147
1,1.322978,3.556365,-3.825614,0.01870097,-0.1130766,0.01141534,0.9933447,0.7813817,2.54229,-3.482683,-0.4161187,-0.6884508,-0.4817902,-0.3475039,1.46715,2.734985,-3.060031,-0.2108307,0.363809,-0.6210892,0.6613938
1,1.331797,3.566014,-3.82427,0.02786368,-0.1125682,0.01141913,0.9931876,0.7789183,2.57177,-3.475522,-0.4166925,-0.6860191,-0.47679,-0.3583525,1.466375,2.864042,-2.928877,-0.2785209,0.3572109,-0.6051704,0.654672
1,1.338278,3.571514,-3.826288,0.03066699,-0.1142614,0.01020424,0.9929249,0.8036812,2.564672,-3.468601,-0.4229086,-0.6834155,-0.484102,-0.3460303,1.492609,2.909667,-2.829151,-0.2245786,0.2976445,-0.3822381,0.8454977
1,1.338967,3.578427,-3.823372,0.02791131,-0.1212584,0.009282332,0.9921851,0.7974913,2.576673,-3.459097,-0.4187593,-0.7033941,-0.4637889,-0.3387879,1.458597,2.878147,-2.802105,-0.2207796,0.3128575,-0.3777865,0.8430029
1,1.342449,3.587694,-3.81855,0.03416029,-0.1236255,0.01071875,0.9916829,0.7840552,2.586974,-3.463368,-0.4062095,-0.6985945,-0.4603359,-0.3674922,1.460342,2.894979,-2.809831,-0.2290685,0.2982315,-0.4240537,0.8238714
1,1.347484,3.609287,-3.816915,0.02859145,-0.1185964,0.007764225,0.9925004,0.7714595,2.599853,-3.448713,-0.3953685,-0.6958614,-0.4668113,-0.3762285,1.468262,3.114977,-2.824216,-0.2941439,0.316322,-0.5007108,0.7501391
1,1.369009,3.618985,-3.812903,0.02454557,-0.06896152,-0.001495383,0.9973162,0.7768278,2.612675,-3.433197,-0.4015945,-0.7102281,-0.4509145,-0.3619032,1.466412,3.32816,-2.839072,-0.3597954,0.2777832,-0.5692262,0.6851025
1,1.41157,3.578138,-3.815319,0.03351871,0.06125817,-0.02726477,0.9971864,0.788918,2.63152,-3.430044,-0.4244801,-0.7228917,-0.444295,-0.3159843,1.412708,3.353809,-2.855358,-0.3702882,0.2874064,-0.563349,0.6803838
1,1.42242,3.506085,-3.810115,0.05020234,0.1692237,-0.04545945,0.983248,0.7899593,2.585479,-3.41215,-0.3861096,-0.7391075,-0.4643003,-0.298437,1.361125,3.045253,-2.734935,-0.3468659,0.3640788,-0.4976916,0.7067063
1,1.41068,3.457502,-3.803108,0.1036524,0.2564145,-0.05411465,0.9594683,0.7871232,2.507983,-3.460065,-0.4488988,-0.7380233,-0.4790632,-0.1559168,1.490701,2.660669,-2.940226,-0.215811,0.4062485,-0.5658217,0.684276
1,1.394812,3.419393,-3.788368,0.1387115,0.3046335,-0.06237421,0.9402484,0.8083488,2.424737,-3.361638,-0.5143015,-0.7323623,-0.4395716,-0.07691686,1.575042,2.196731,-3.250017,-0.0967208,0.5091789,-0.4898397,0.7010272
1,1.410712,3.388908,-3.761886,0.1819976,0.3337552,-0.07114636,0.9221836,0.9177186,2.320036,-3.257019,-0.5576246,-0.6914978,-0.4536542,-0.07129819,1.725613,2.003676,-3.477849,-0.0935906,0.5960103,-0.329399,0.726298
1,1.48083,3.371461,-3.710423,0.1966146,0.3352808,-0.07218728,0.9185415,1.047018,2.30123,-3.238284,-0.6127841,-0.6782798,-0.403218,-0.04298117,1.896401,1.932521,-3.536803,-0.08816954,0.7501664,-0.3280217,0.5673433
1,1.610466,3.351248,-3.622946,0.2109635,0.3151648,-0.06266046,0.923168,1.06609,2.272005,-3.182313,-0.606695,-0.6780633,-0.4143293,-0.0219697,2.047724,1.927994,-3.434187,-0.0647397,0.8199852,-0.2852139,0.4920225
1,1.806952,3.318347,-3.48488,0.2321441,0.2749829,-0.04463822,0.931934,1.05916,2.193464,-3.068026,-0.6131999,-0.6955525,-0.3706454,-0.05305354,2.217917,1.869998,-3.233448,0.04993761,0.8519582,-0.2091632,0.4774142
1,2.028685,3.275842,-3.314956,0.2855647,0.2225258,-0.0342739,0.9315366,1.160005,2.254516,-3.102396,-0.5836037,-0.7057853,-0.391798,-0.08813723,2.36952,1.726689,-3.078659,0.09197912,0.8619112,-0.1358014,0.4797987
1,2.191528,3.240204,-3.178877,0.3210221,0.1985337,-0.06323284,0.9238673,1.411847,2.337792,-3.100898,-0.5374704,-0.6773077,-0.476678,-0.1586128,2.524679,1.589994,-2.958836,0.2155191,0.8498877,-0.03186965,0.4798195
1,2.297595,3.201637,-3.100762,0.3583222,0.1829296,-0.07189328,0.9126738,1.517809,2.36782,-3.097071,-0.4662944,-0.67518,-0.5654253,-0.08364134,2.520971,1.656285,-3.061256,0.233605,0.8360093,-0.07146606,0.4913346
1,2.364914,3.182506,-3.053788,0.3799758,0.1686741,-0.07650517,0.906264,1.582503,2.371237,-3.065922,-0.4558806,-0.6842121,-0.557879,-0.1131272,2.514865,1.587965,-3.330966,0.1719006,0.7873698,-0.2255508,0.5473809
1,2.419517,3.154867,-3.02964,0.395524,0.151093,-0.07888763,0.9025012,1.636364,2.399504,-3.056395,-0.473264,-0.6558067,-0.5762114,-0.1179795,2.541635,1.590636,-3.274543,0.1504791,0.744208,-0.2799707,0.587475
1,2.45715,3.147595,-3.029474,0.4047338,0.1377053,-0.07876304,0.9005688,1.585091,2.295934,-3.033802,-0.4716602,-0.6795569,-0.548232,-0.1232105,2.564919,1.562152,-3.031177,0.1935784,0.7693365,-0.2061018,0.572862
1,2.462929,3.152554,-3.031473,0.4019642,0.1353549,-0.08262973,0.9018182,1.631577,2.307229,-3.031113,-0.4844045,-0.6741093,-0.5376329,-0.1479179,2.589936,1.480168,-2.885031,0.268821,0.781817,-0.03729393,0.5613436
1,2.452401,3.153084,-3.03765,0.4003142,0.1206376,-0.07693386,0.9051389,1.661265,2.32702,-3.01794,-0.491583,-0.6709964,-0.525557,-0.1786051,2.571419,1.559706,-3.08076,0.2656905,0.7871184,-0.05189914,0.55422
1,2.446835,3.153986,-3.048406,0.40121,0.1194026,-0.07335811,0.9052029,1.64877,2.320007,-3.031289,-0.497727,-0.6504183,-0.5402563,-0.193254,2.605384,1.557295,-3.268819,0.1182848,0.7394214,-0.2720774,0.6043497
1,2.432703,3.149587,-3.070291,0.4024348,0.1190171,-0.07043219,0.9049422,1.658633,2.316806,-3.02347,-0.5038428,-0.6540822,-0.5296323,-0.1944442,2.620689,1.603068,-3.094195,0.02648298,0.7999301,-0.2605968,0.5399073
1,2.380394,3.179503,-3.126662,0.3911129,0.1214891,-0.0631193,0.9101028,1.657599,2.301533,-3.041408,-0.4846618,-0.6788775,-0.5267928,-0.1634555,2.661224,1.45862,-2.914113,0.004497762,0.7493876,-0.2314835,0.6203334
1,2.277954,3.246322,-3.249369,0.3290249,0.1273947,-0.04900673,0.9344044,1.625438,2.329304,-3.063812,-0.4800041,-0.6968071,-0.5061909,-0.1668133,2.682971,1.541671,-2.818758,0.08552065,0.7450446,-0.1677001,0.6398995
1,2.150209,3.339586,-3.412663,0.2257956,0.1704354,-0.01865937,0.9589682,1.577923,2.362957,-3.082753,-0.4586768,-0.7244961,-0.4756481,-0.1961632,2.754862,1.862037,-2.697919,-0.08146098,0.7156212,-0.331146,0.6095841
1,2.036871,3.415222,-3.544086,0.1065185,0.2012635,0.008040676,0.9736952,1.567812,2.398908,-3.084271,-0.402626,-0.8071367,-0.4060065,-0.1469065,2.853144,2.494453,-2.568407,-0.3062734,0.6125817,-0.4342311,0.5851356
1,1.95059,3.49846,-3.660426,-0.05090664,0.2497986,0.04788494,0.9657724,1.513885,2.445969,-3.094798,-0.4024975,-0.8559316,-0.3063919,-0.107242,2.868746,3.107419,-2.618443,-0.5020315,0.5050351,-0.4358199,0.5504227
1,1.877749,3.544622,-3.758399,-0.1655632,0.27067,0.07228691,0.9455693,1.468491,2.456637,-3.181371,-0.3260546,-0.8172835,-0.4584892,-0.1245946,2.798727,3.586625,-2.748604,-0.6358632,0.4181275,-0.4290424,0.4865904
1,1.831064,3.554161,-3.8248,-0.2058555,0.2819335,0.07608885,0.9339955,1.456417,2.478437,-3.179968,-0.3572093,-0.8767508,-0.3179435,-0.05120014,2.74865,3.725971,-2.829918,-0.6612337,0.3940727,-0.4357309,0.4664924
1,1.806092,3.554537,-3.86268,-0.2182419,0.2880785,0.07604632,0.9292998,1.436612,2.471735,-3.176397,-0.364397,-0.8772234,-0.3035058,-0.07468709,2.719832,3.813849,-2.896554,-0.6779748,0.3887656,-0.4279696,0.4539312
1,1.797755,3.54174,-3.856908,-0.1938877,0.2866179,0.06941137,0.9356495,1.422982,2.482917,-3.199391,-0.3662291,-0.8645517,-0.3335179,-0.08480916,2.710193,3.795808,-2.895832,-0.6668945,0.3986424,-0.4377028,0.4524955
1,1.781675,3.493277,-3.803832,-0.07872282,0.2655416,0.04979332,0.959589,1.385935,2.450272,-3.234613,-0.4102164,-0.832058,-0.3719079,-0.03296484,2.750748,3.666645,-2.859442,-0.5411598,0.4737155,-0.4617648,0.5191466
